1	0	0		0
2	0	0		0
3	0	0		0
4	0	0		0
5	8	0.008901417		-0.018910559
6	22334	24.85053039		-0.868872742
7	26173	29.12209778		-1.365390552
8	19743	21.96758402		-1.133043431
9	14853	16.52659299		-1.026101442
10	11612	12.9204065		-0.599551376
11	9223	10.26222091		-0.598912045
12	7571	8.424078336		-0.243245933
13	6544	7.281358952		0.017983243
14	5417	6.027371859		0.055584325
15	4854	5.400934651		0.132233876
16	4037	4.491877459		-0.051486976
17	3539	3.937764262		-0.173958302
18	3218	3.580594913		-0.057211577
19	2874	3.19783399		-0.085091683
20	2540	2.826199838		-0.136331869
21	2226	2.476819228		-0.222054944
22	2047	2.277650027		-0.163129006
23	1916	2.131889327		-0.152030161
24	1813	2.017283585		-0.119788668
25	1552	1.726874862		-0.174351833
26	1509	1.679029746		-0.0442003
27	1495	1.663452267		-0.034190762
28	1294	1.439804169		-0.068717421
29	1270	1.413099919		-0.033122844
30	1162	1.292930792		-0.007557216
31	1060	1.179437728		-0.123275238
32	972	1.081522143		-0.092143254
33	1006	1.119353164		0.056935673
34	869	0.966916401		-0.004277808
35	853	0.949113568		0.012406209
36	814	0.905719161		0.00572361
37	804	0.89459239		0.022408815
38	717	0.797789482		-0.026557493
39	691	0.768859877		-0.003200583
40	664	0.738817595		-0.006543367
41	631	0.702099251		0.02459951
42	566	0.629775239		-0.066636645
43	524	0.583042801		-0.065532484
44	470	0.522958238		-0.112267299
45	526	0.585268155		0.044603338
46	464	0.516282175		0.001204376
47	477	0.530746977		-0.001018008
48	458	0.509606112		0.01010302
49	384	0.427268007		-0.041085673
50	380	0.422817299		-0.0232868
51	394	0.438394778		0.030114967
52	359	0.399451079		-0.001041378
53	364	0.405014465		-0.023289969
54	333	0.370521475		-0.019958671
55	327	0.363845412		0.007852117
56	265	0.294859432		0.01673967
57	225	0.250352348		0.034531412
58	227	0.252577702		-0.032216934
59	256	0.284845338		-0.007736652
60	180	0.200281878		-0.003301788
61	97	0.107929679		-0.011105579
62	108	0.120169127		-0.014440838
63	223	0.248126994		-0.006630709
64	281	0.312662266		0.021192755
