1	0	0		0
2	0	0		0
3	0	0		0
4	0	0		0
5	3	0.003337833		-0.024474143
6	17235	19.17585188		-6.543551245
7	21376	23.78317434		-6.704313986
8	16950	18.85875773		-4.241869721
9	13694	15.23609606		-2.316598366
10	11285	12.55581598		-0.964141895
11	9520	10.59205744		-0.269075516
12	7891	8.779613995		0.112289726
13	6698	7.452268982		0.188893273
14	5715	6.358572295		0.386784762
15	5006	5.569731043		0.301030268
16	4505	5.012312894		0.468948459
17	4014	4.466020856		0.354298292
18	3606	4.012075537		0.374269048
19	3126	3.478022221		0.195096548
20	2913	3.241036062		0.278504355
21	2612	2.906140129		0.207265956
22	2457	2.733685412		0.292906379
23	2150	2.392113812		0.108194325
24	1957	2.177379874		0.040307622
25	1825	2.030515212		0.129288518
26	1692	1.882537939		0.159307893
27	1556	1.731222833		0.033579805
28	1375	1.529840228		0.021318638
29	1344	1.495349285		0.049126522
30	1228	1.3662864		0.065798392
31	1160	1.290628847		-0.012084119
32	1056	1.174917295		0.001251899
33	1012	1.125962408		0.063544917
34	929	1.033615689		0.062421479
35	916	1.019151745		0.082444386
36	852	0.947944636		0.047949086
37	787	0.875624916		0.003441342
38	779	0.866724028		0.042377053
39	700	0.778827753		0.006767293
40	668	0.743224198		-0.002136764
41	680	0.756575531		0.079075791
42	605	0.673129701		-0.023282184
43	586	0.65199009		0.003414805
44	605	0.673129701		0.037904164
45	549	0.61082348		0.070158663
46	535	0.595246925		0.080169126
47	482	0.536278538		0.004513553
48	495	0.550742482		0.051239389
49	439	0.488436262		0.020082583
50	439	0.488436262		0.042332164
51	469	0.521814594		0.113534783
52	440	0.489548873		0.089056416
53	419	0.466184041		0.037879607
54	440	0.489548873		0.099068727
55	388	0.431693097		0.075699802
56	295	0.328220267		0.050100505
57	229	0.254787936		0.038967001
58	307	0.3415716		0.056776964
59	286	0.318206768		0.025624778
60	240	0.267026658		0.063442992
61	124	0.137963773		0.018928515
62	124	0.137963773		0.003353808
63	267	0.297067157		0.042309455
64	282	0.313756323		0.022286812
65	310	0.344909433		0.087926773
66	323	0.359373377		0.066791387
