1	0	0		0
2	0	0		0
3	0	0		0
4	0	0		0
5	7	0.007788509		-0.020023468
6	18325	20.3892029		-5.330200226
7	22602	25.14798166		-5.339506667
8	17881	19.89518893		-3.20543852
9	14616	16.26240598		-1.290288449
10	11720	13.0401887		-0.479769175
11	9693	10.78485914		-0.076273813
12	8205	9.129244737		0.461920469
13	6964	7.748453425		0.485077716
14	6096	6.782678357		0.810890823
15	5119	5.695625083		0.426924309
16	4438	4.93791446		0.394550025
17	4053	4.509546486		0.397823922
18	3630	4.038898037		0.401091548
19	3052	3.395789755		0.112864082
20	2807	3.123191953		0.160660247
21	2641	2.938493035		0.239618863
22	2360	2.625840046		0.185061013
23	2164	2.407761805		0.123842318
24	1903	2.117361698		-0.019710554
25	1772	1.971605323		0.070378629
26	1635	1.819173083		0.095943036
27	1467	1.632248876		-0.065394152
28	1387	1.543237349		0.034715759
29	1356	1.508745383		0.062522619
30	1178	1.310694735		0.010206727
31	1173	1.305131515		0.002418548
32	1031	1.147136054		-0.026529342
33	1005	1.118207308		0.055789816
34	840	0.934621033		-0.036573176
35	874	0.972450932		0.035743573
36	828	0.921269304		0.021273754
37	832	0.925719881		0.053536307
38	798	0.887889982		0.063543007
39	669	0.744358894		-0.027701565
40	663	0.73768303		-0.007677933
41	634	0.705416351		0.027916611
42	614	0.68316347		-0.013248415
43	529	0.588588722		-0.059986563
44	541	0.601940451		-0.033285086
45	569	0.633094486		0.092429668
46	525	0.584138146		0.069060346
47	505	0.561885264		0.030120279
48	475	0.528505942		0.029002849
49	440	0.489563398		0.021209719
50	426	0.473986381		0.027882283
51	456	0.507365704		0.099085893
52	401	0.446170279		0.045677822
53	396	0.440607059		0.012302625
54	392	0.436156482		0.045676336
55	345	0.38386221		0.027868915
56	320	0.356046108		0.077926346
57	230	0.25590814		0.040087205
58	272	0.302639192		0.017844555
59	292	0.324892074		0.032310084
60	231	0.257020784		0.053437118
61	109	0.121278206		0.002242947
62	118	0.131292002		-0.003317963
63	249	0.277048378		0.022290676
64	312	0.347144955		0.055675445
65	300	0.333793226		0.076810566
66	315	0.350482888		0.057900898
