1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	0	0
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	0	0
27	0	0
28	0	0
29	0	0
30	-0.130555556	0.059121657
31	-0.708333333	0.182299272
32	-1.005555556	0.182278108
33	-0.688888889	0.177299704
34	-0.361111111	0.168187506
35	-0.513888889	0.164546702
36	-0.408333333	0.158868491
37	-0.2	0.153659074
38	-0.302777778	0.152221208
39	-0.038888889	0.147980229
40	-0.169444444	0.144631289
41	-0.316666667	0.137268323
42	-0.294444444	0.138888889
43	-0.172222222	0.137268323
44	-0.436111111	0.133535726
45	-0.147222222	0.131027516
46	-0.225	0.129606479
47	-0.361111111	0.125707872
48	-0.080555556	0.121874505
49	-0.291666667	0.119960127
50	-0.041666667	0.118666719
51	-0.311111111	0.117062819
52	-0.219444444	0.114967789
53	-0.069444444	0.112457125
54	-0.127777778	0.109854
55	-0.202777778	0.109255336
56	-0.008333333	0.103525806
57	-0.172222222	0.104600947
58	-0.127777778	0.102062073
59	-0.127777778	0.101150786
60	-0.013888889	0.101493477
61	-0.061111111	0.098366284
62	-0.072222222	0.096385287
63	-0.169444444	0.094566914
64	-0.233333333	0.094607702
65	-0.133333333	0.091455987
66	-0.158333333	0.092920715
67	-0.002777778	0.089881609
68	-0.138888889	0.088802041
69	-0.186111111	0.086290136
70	0.025	0.085931713
71	-0.058333333	0.083841046
72	0.022222222	0.085165054
73	-0.052777778	0.081507782
74	0.044444444	0.082402205
75	0.066666667	0.078469149
76	0.047222222	0.079300569
77	-0.027777778	0.078370755
78	0.025	0.077230215
79	-0.138888889	0.075665769
80	0.025	0.077529365
81	-0.011111111	0.074742356
82	0.127777778	0.075665769
83	0.058333333	0.073650409
84	0.044444444	0.071686044
85	0.038888889	0.069054461
86	-0.038888889	0.070710678
87	0.138888889	0.068942631
88	0.016666667	0.068942631
89	-0.005555556	0.070272837
90	0.191666667	0.066376684
91	0.066666667	0.066666667
92	0.030555556	0.066492829
93	0.147222222	0.066840052
94	-0.016666667	0.065263001
95	-0.016666667	0.06358624
96	-0.036111111	0.064009548
97	0.061111111	0.065968567
98	0.169444444	0.061425957
99	0.047222222	0.06229906
100	-0.047222222	0.06303781
101	0.047222222	0.061047947
102	0.063888889	0.060540263
103	0.163888889	0.058465459
104	0.208333333	0.058465459
105	0.15	0.060984718
106	0.305555556	0.059963981
107	0.194444444	0.05944704
108	0.025	0.056451115
109	0.122222222	0.056927504
110	0.033333333	0.05527708
111	0.197222222	0.056859693
112	0.175	0.058200908
113	0.175	0.054927
114	0.136111111	0.054645321
115	0.141666667	0.050537237
116	0.280555556	0.053359369
117	0.088888889	0.053142018
118	0.130555556	0.053214567
119	0.113888889	0.052337344
120	0.2	0.054148857
121	0.111111111	0.051370117
