1	0	0		0	0		0	0
2	0	0		0	0		0	0
3	0	0		0	0		0	0
4	0	0		0	0		0	0
5	0	0		0	0		0	0
6	0	0		0	0		0	0
7	0	0		0	0		0	0
8	0	0		0	0		0	0
9	0	0		0	0		0	0
10	0	0		0	0		0	0
11	0	0		0	0		0	0
12	0	0		0	0		0	0
13	0	0		0	0		0	0
14	0	0		0	0		0	0
15	0	0		0	0		0	0
16	0	0		0	0		0	0
17	0	0		0	0		0	0
18	0	0		0	0		0	0
19	0	0		0	0		0	0
20	0	0		0	0		0	0
21	0	0		0	0		0	0
22	0	0		0	0		0	0
23	0	0		0	0		0	0
24	0	0		0	0		0	0
25	0	0		0	0		0	0
26	0	0		0	0		0	0
27	0	0		0	0		0	0
28	0	0		0	0		0	0
29	0	0		0	0		0	0
30	209	0.580555556		250	0.694444444		-0.113888889	0.003136553
31	1988	5.522222222		2281	6.336111111		-0.813888889	0.009565536
32	1998	5.55		2334	6.483333333		-0.933333333	0.00963586
33	1930	5.361111111		2161	6.002777778		-0.641666667	0.009363991
34	1663	4.619444444		1898	5.272222222		-0.652777778	0.008736394
35	1556	4.322222222		1847	5.130555556		-0.808333333	0.008540381
36	1504	4.177777778		1709	4.747222222		-0.569444444	0.008298538
37	1476	4.1		1566	4.35		-0.25	0.00807469
38	1372	3.811111111		1556	4.322222222		-0.511111111	0.007921944
39	1315	3.652777778		1426	3.961111111		-0.308333333	0.007664799
40	1308	3.633333333		1386	3.85		-0.216666667	0.007598801
41	1281	3.558333333		1278	3.55		0.008333333	0.007405961
42	1147	3.186111111		1303	3.619444444		-0.433333333	0.007246517
43	1118	3.105555556		1252	3.477777778		-0.372222222	0.007127224
44	1069	2.969444444		1234	3.427777778		-0.458333333	0.007025759
45	1010	2.805555556		1139	3.163888889		-0.358333333	0.006786791
46	983	2.730555556		1129	3.136111111		-0.405555556	0.006728112
47	940	2.611111111		1089	3.025		-0.413888889	0.006594582
48	912	2.533333333		977	2.713888889		-0.180555556	0.006363004
49	915	2.541666667		985	2.736111111		-0.194444444	0.006381504
50	847	2.352777778		920	2.555555556		-0.202777778	0.0061541
51	845	2.347222222		944	2.622222222		-0.275	0.006192292
52	829	2.302777778		896	2.488888889		-0.186111111	0.006080521
53	764	2.122222222		832	2.311111111		-0.188888889	0.005848745
54	752	2.088888889		805	2.236111111		-0.147222222	0.005776843
55	748	2.077777778		810	2.25		-0.172222222	0.005778698
56	713	1.980555556		696	1.933333333		0.047222222	0.005495431
57	710	1.972222222		740	2.055555556		-0.083333333	0.005574812
58	662	1.838888889		698	1.938888889		-0.1	0.00539903
59	654	1.816666667		686	1.905555556		-0.088888889	0.005359184
60	558	1.55		670	1.861111111		-0.311111111	0.005130332
61	605	1.680555556		638	1.772222222		-0.091666667	0.00516157
62	595	1.652777778		615	1.708333333		-0.055555556	0.005092593
63	549	1.525		610	1.694444444		-0.169444444	0.004984114
64	527	1.463888889		622	1.727777778		-0.263888889	0.004962566
65	516	1.433333333		566	1.572222222		-0.138888889	0.004815705
66	506	1.405555556		588	1.633333333		-0.227777778	0.004842336
67	523	1.452777778		524	1.455555556		-0.002777778	0.004737177
68	495	1.375		536	1.488888889		-0.113888889	0.004700841
69	462	1.283333333		516	1.433333333		-0.15	0.00457842
70	482	1.338888889		474	1.316666667		0.022222222	0.004526632
71	507	1.408333333		466	1.294444444		0.113888889	0.004566702
72	440	1.222222222		466	1.294444444		-0.072222222	0.004406668
73	447	1.241666667		440	1.222222222		0.019444444	0.004360217
74	407	1.130555556		432	1.2		-0.069444444	0.004240599
75	399	1.108333333		387	1.075		0.033333333	0.004104474
76	426	1.183333333		399	1.108333333		0.075	0.00420507
77	382	1.061111111		403	1.119444444		-0.058333333	0.004101862
78	389	1.080555556		382	1.061111111		0.019444444	0.004065121
79	359	0.997222222		396	1.1		-0.102777778	0.004022719
80	342	0.95		385	1.069444444		-0.119444444	0.003947421
81	354	0.983333333		364	1.011111111		-0.027777778	0.003922911
82	320	0.888888889		348	0.966666667		-0.077777778	0.003783855
83	326	0.905555556		341	0.947222222		-0.041666667	0.003781022
84	317	0.880555556		325	0.902777778		-0.022222222	0.003709486
85	300	0.833333333		302	0.838888889		-0.005555556	0.003592068
86	322	0.894444444		331	0.919444444		-0.025	0.00374113
87	309	0.858333333		283	0.786111111		0.072222222	0.003562108
88	280	0.777777778		305	0.847222222		-0.069444444	0.003540986
89	300	0.833333333		321	0.891666667		-0.058333333	0.003648313
90	273	0.758333333		251	0.697222222		0.061111111	0.003351289
91	285	0.791666667		276	0.766666667		0.025	0.00346759
92	290	0.805555556		281	0.780555556		0.025	0.003498358
93	271	0.752777778		263	0.730555556		0.022222222	0.003383116
94	220	0.611111111		279	0.775		-0.163888889	0.003270367
95	289	0.802777778		265	0.736111111		0.066666667	0.003445888
96	250	0.694444444		272	0.755555556		-0.061111111	0.003344887
