1	0	0		0	0		0	0
2	0	0		0	0		0	0
3	0	0		0	0		0	0
4	0	0		0	0		0	0
5	0	0		0	0		0	0
6	0	0		0	0		0	0
7	0	0		0	0		0	0
8	0	0		0	0		0	0
9	0	0		0	0		0	0
10	0	0		0	0		0	0
11	0	0		0	0		0	0
12	0	0		0	0		0	0
13	0	0		0	0		0	0
14	0	0		0	0		0	0
15	0	0		0	0		0	0
16	0	0		0	0		0	0
17	0	0		0	0		0	0
18	0	0		0	0		0	0
19	0	0		0	0		0	0
20	0	0		0	0		0	0
21	0	0		0	0		0	0
22	0	0		0	0		0	0
23	0	0		0	0		0	0
24	0	0		0	0		0	0
25	0	0		0	0		0	0
26	0	0		0	0		0	0
27	0	0		0	0		0	0
28	0	0		0	0		0	0
29	0	0		0	0		0	0
30	218	0.605555556		250	0.694444444		-0.088888889	0.060092521
31	1851	5.141666667		2281	6.336111111		-1.194444444	0.178557319
32	1982	5.505555556		2334	6.483333333		-0.977777778	0.182489641
33	1752	4.866666667		2161	6.002777778		-1.136111111	0.173761046
34	1691	4.697222222		1898	5.272222222		-0.575	0.166411842
35	1612	4.477777778		1847	5.130555556		-0.652777778	0.163370177
36	1527	4.241666667		1709	4.747222222		-0.505555556	0.158016252
37	1445	4.013888889		1566	4.35		-0.336111111	0.152423832
38	1462	4.061111111		1556	4.322222222		-0.261111111	0.152600908
39	1378	3.827777778		1426	3.961111111		-0.133333333	0.147091137
40	1269	3.525		1386	3.85		-0.325	0.1431297
41	1178	3.272222222		1278	3.55		-0.277777778	0.137661241
42	1160	3.222222222		1303	3.619444444		-0.397222222	0.13785728
43	1103	3.063888889		1252	3.477777778		-0.413888889	0.134800951
44	1077	2.991666667		1234	3.427777778		-0.436111111	0.133535726
45	1073	2.980555556		1139	3.163888889		-0.183333333	0.130644178
46	964	2.677777778		1129	3.136111111		-0.458333333	0.127081436
47	954	2.65		1089	3.025		-0.375	0.125554326
48	946	2.627777778		977	2.713888889		-0.086111111	0.121811177
49	879	2.441666667		985	2.736111111		-0.294444444	0.119927962
50	885	2.458333333		920	2.555555556		-0.097222222	0.118014699
51	798	2.216666667		944	2.622222222		-0.405555556	0.115936871
52	811	2.252777778		896	2.488888889		-0.236111111	0.114766268
53	762	2.116666667		832	2.311111111		-0.194444444	0.110902582
54	736	2.044444444		805	2.236111111		-0.191666667	0.109043258
55	744	2.066666667		810	2.25		-0.183333333	0.109502241
56	725	2.013888889		696	1.933333333		0.080555556	0.104711538
57	651	1.808333333		740	2.055555556		-0.247222222	0.103600312
58	668	1.855555556		698	1.938888889		-0.083333333	0.102665103
59	686	1.905555556		686	1.905555556		0	0.102890329
60	628	1.744444444		670	1.861111111		-0.116666667	0.100077131
61	589	1.636111111		638	1.772222222		-0.136111111	0.097301555
62	559	1.552777778		615	1.708333333		-0.155555556	0.095176898
63	615	1.708333333		610	1.694444444		0.013888889	0.097222222
64	568	1.577777778		622	1.727777778		-0.15	0.095823268
65	585	1.625		566	1.572222222		0.052777778	0.094239975
66	510	1.416666667		588	1.633333333		-0.216666667	0.092044675
67	524	1.455555556		524	1.455555556		0	0.089924523
68	477	1.325		536	1.488888889		-0.163888889	0.088410169
69	477	1.325		516	1.433333333		-0.108333333	0.087533063
70	417	1.158333333		474	1.316666667		-0.158333333	0.08291562
71	469	1.302777778		466	1.294444444		0.008333333	0.084938249
72	427	1.186111111		466	1.294444444		-0.108333333	0.083008627
73	468	1.3		440	1.222222222		0.077777778	0.083702884
74	438	1.216666667		432	1.2		0.016666667	0.081932673
75	409	1.136111111		387	1.075		0.061111111	0.078370755
76	419	1.163888889		399	1.108333333		0.055555556	0.079446387
77	389	1.080555556		403	1.119444444		-0.038888889	0.078173596
78	380	1.055555556		382	1.061111111		-0.005555556	0.076678743
79	341	0.947222222		396	1.1		-0.152777778	0.0754104
80	384	1.066666667		385	1.069444444		-0.002777778	0.077030137
81	355	0.986111111		364	1.011111111		-0.025	0.07448382
82	385	1.069444444		348	0.966666667		0.102777778	0.07520548
83	319	0.886111111		341	0.947222222		-0.061111111	0.071362403
84	319	0.886111111		325	0.902777778		-0.016666667	0.070492097
85	293	0.813888889		302	0.838888889		-0.025	0.067757283
86	301	0.836111111		331	0.919444444		-0.083333333	0.06983225
87	322	0.894444444		283	0.786111111		0.108333333	0.068324299
88	290	0.805555556		305	0.847222222		-0.041666667	0.067757283
89	336	0.933333333		321	0.891666667		0.041666667	0.071200031
90	320	0.888888889		251	0.697222222		0.191666667	0.066376684
91	264	0.733333333		276	0.766666667		-0.033333333	0.064549722
92	304	0.844444444		281	0.780555556		0.063888889	0.067185481
93	260	0.722222222		263	0.730555556		-0.008333333	0.063525537
94	282	0.783333333		279	0.775		0.008333333	0.065792885
95	291	0.808333333		265	0.736111111		0.072222222	0.065499034
96	268	0.744444444		272	0.755555556		-0.011111111	0.064549722
97	295	0.819444444		271	0.752777778		0.066666667	0.066085429
